"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Pillar_Fire.MAT_Pillar_Fire","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player/MC_Skin_DIffuse.MC_Skin_DIffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/MC_Shirt_Diffuse.MC_Shirt_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/MC_Scarf_Diffuse.MC_Scarf_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player/MC_Hair_Diffuse.MC_Hair_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/MC_Glove_Diffuse.MC_Glove_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player/MC_Eye_Diffuse.MC_Eye_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player/MC_Eyebrow_Diffuse.MC_Eyebrow_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/MC_Boot_Diffuse.MC_Boot_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player/MC_Belt_Diffuse.MC_Belt_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Materials/MAT_TestFireball.MAT_TestFireball","0","0","12","1","0.000000","0","0"
"/Game/Ignis/Materials/MAT_CircleBlue.MAT_CircleBlue","0","0","84","1","0.000000","0","0"
"/Game/Ignis/Materials/MAT_TestIce.MAT_TestIce","0","0","21","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/IceMage/IceMage_Hair_Diffuse.IceMage_Hair_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/IceMage/IceMage_EyeLash_Diffuse.IceMage_EyeLash_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/IceMage/IceMage_Eye_Diffuse.IceMage_Eye_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/IceMage/IceMage_Dress_Diffuse.IceMage_Dress_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/IceMage/blinn1.blinn1","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/IceMage/body.body","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/IceMage/eyebrows1.eyebrows1","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Materials/MAT_CircleRed.MAT_CircleRed","0","0","84","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/PyroMage/robe.robe","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/PyroMage/PyroMage_Robe_Diffuse.PyroMage_Robe_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/PyroMage/PyroMage_Hat_Diffuse.PyroMage_Hat_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/PyroMage/PyroMage_Hair_Diffuse.PyroMage_Hair_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/PyroMage/PyroMage_EyeBrow_Diffuse.PyroMage_EyeBrow_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/PyroMage/PyroMage_Eye_Diffuse.PyroMage_Eye_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/PyroMage/PyroMage_Boots_Diffuse.PyroMage_Boots_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/PyroMage/PyroMage_Body_Diffuse.PyroMage_Body_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/PyroMage/PyroMage_Belt_Diffuse.PyroMage_Belt_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Cage/lambert1.lambert1","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Cage/blinn2.blinn2","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Square_Platform_Fire.MAT_Square_Platform_Fire","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Bridge_Platform_Fire.MAT_Bridge_Platform_Fire","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Ice_Chunk.MAT_Ice_Chunk","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Plates.MAT_Plates","0","0","45","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/ManaCrystal/blinn1.blinn1","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Lantern.MAT_Lantern","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Wall_Chunk.MAT_Wall_Chunk","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Torn_Banner.MAT_Torn_Banner","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Throne.MAT_Throne","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Metal_Stand.MAT_Metal_Stand","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Table.MAT_Table","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Stairs.MAT_Stairs","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Rocks_3.MAT_Rocks_3","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Rocks_2.MAT_Rocks_2","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Rocks_1.MAT_Rocks_1","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Railings.MAT_Railings","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Potion_Full.MAT_Potion_Full","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Potion_Broken_Top.MAT_Potion_Broken_Top","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Potion_Broken_Bottom.MAT_Potion_Broken_Bottom","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Wall_Bottom_Piece.MAT_Wall_Bottom_Piece","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Wall_Border_Piece.MAT_Wall_Border_Piece","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Normal_Wall.MAT_Normal_Wall","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Hook_Chain.MAT_Hook_Chain","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Base_Hook.MAT_Base_Hook","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Lantern_Stand.MAT_Lantern_Stand","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Ice_Crystal_3.MAT_Ice_Crystal_3","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Ice_Crystal_2.MAT_Ice_Crystal_2","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Ice_Crystal_1.MAT_Ice_Crystal_1","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Gateway_Fire.MAT_Gateway_Fire","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Floor.MAT_Floor","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Elemental_Sigil_Fire.MAT_Elemental_Sigil_Fire","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Chair.MAT_Chair","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Mixer.MAT_Mixer","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Bowl.MAT_Bowl","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Broken_Bookshelf.MAT_Broken_Bookshelf","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/Ice_Variants/MAT_Square_Platform_Ice.MAT_Square_Platform_Ice","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/Ice_Variants/MAT_Pillar_Ice.MAT_Pillar_Ice","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/Ice_Variants/MAT_Gateway_Ice.MAT_Gateway_Ice","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/Ice_Variants/MAT_Elemental_Sigil_Ice.MAT_Elemental_Sigil_Ice","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/Ice_Variants/MAT_Bridge_Piece_Ice.MAT_Bridge_Piece_Ice","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Lighting/MAT_Fog_Cloud.MAT_Fog_Cloud","0","0","132","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Book.MAT_Book","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Hanging_Candle.MAT_Hanging_Candle","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Candle.MAT_Candle","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Mana_Base.MAT_Mana_Base","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Large_Fire_Crystal.MAT_Large_Fire_Crystal","0","0","45","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Fire_Crystal.MAT_Fire_Crystal","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Main_Cage.MAT_Main_Cage","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Cage_Connection.MAT_Cage_Connection","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Small_Mana_Crystals.MAT_Small_Mana_Crystals","0","0","27","1","0.000000","0","0"
"/Game/Ignis/Meshes/Materials/MAT_Cage_Top.MAT_Cage_Top","0","0","27","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","152","2","0.000000","0","0"
"/Game/Ignis/Materials/MAT_Transparent.MAT_Transparent","0","0","28","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player_v1-2/MC_Skin_DIffuse.MC_Skin_DIffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player_v1-2/MC_Shirt_Diffuse.MC_Shirt_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player_v1-2/MC_Scarf_Diffuse.MC_Scarf_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player_v1-2/MC_Hair_Diffuse.MC_Hair_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player_v1-2/MC_Glove_Diffuse.MC_Glove_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player_v1-2/MC_Eye_Diffuse.MC_Eye_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player_v1-2/MC_Eyebrow_Diffuse.MC_Eyebrow_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player_v1-2/MC_Boot_Diffuse.MC_Boot_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/Player_v1-2/MC_Belt_Diffuse.MC_Belt_Diffuse","0","0","24","1","0.000000","0","0"
"/Game/Ignis/Art+Anims/ManaCrystal/lambert1.lambert1","0","0","24","1","0.000000","0","0"
